,Int'l Plan,VMail Plan,VMail Message,CustomerId,Eve Charge,Night Charge,Intl Calls,Intl Charge,CustServ Calls,Churn?
1392,no,no,0,1392,17.65,9.64,15,1.22,3,True.
1393,no,no,0,1393,19.39,7.49,8,2.46,0,False.
1394,no,no,0,1394,22.82,6.45,4,3.51,1,False.
1395,no,no,0,1395,9.82,8.61,4,3.29,0,False.
1396,yes,yes,27,1396,13.68,8.9,5,3.11,4,False.
1397,no,no,0,1397,16.33,7.6,4,1.94,1,False.
1398,no,yes,19,1398,19.36,10.96,4,2.97,1,False.
1399,no,no,0,1399,18.63,9.72,2,3.16,4,False.
1400,no,no,0,1400,16.79,7.91,0,0.0,3,False.
1401,no,no,0,1401,21.07,6.98,4,3.21,0,False.
1402,no,no,0,1402,17.4,11.55,4,1.54,1,False.
1403,no,no,0,1403,8.36,9.09,1,2.86,0,False.
1404,no,yes,39,1404,19.07,7.36,1,2.57,3,False.
1405,no,no,0,1405,7.49,10.49,7,2.38,4,True.
1406,no,no,0,1406,22.93,10.61,8,2.4,1,False.
1407,no,yes,31,1407,21.77,10.33,2,3.19,6,True.
1408,no,no,0,1408,16.65,5.32,3,3.19,1,False.
1409,no,yes,30,1409,19.77,11.17,2,2.27,0,False.
1410,no,no,0,1410,18.03,11.72,5,3.29,1,False.
1411,no,no,0,1411,16.35,7.56,6,2.08,1,False.
1412,no,yes,24,1412,19.82,9.48,4,2.54,1,False.
1413,no,yes,20,1413,18.33,10.95,6,2.65,0,False.
1414,no,no,0,1414,14.87,10.56,4,2.62,1,False.
1415,no,no,0,1415,17.38,9.14,1,2.46,0,False.
1416,no,no,0,1416,25.23,8.68,3,2.05,3,False.
1417,no,no,0,1417,16.2,6.77,7,2.89,1,False.
1418,yes,yes,37,1418,15.58,6.29,7,1.54,2,False.
1419,no,no,0,1419,12.05,8.12,12,1.78,2,False.
1420,yes,no,0,1420,14.61,9.65,3,4.83,3,True.
1421,no,yes,20,1421,18.4,9.48,7,2.81,0,False.
1422,no,yes,31,1422,18.83,11.77,1,1.51,1,False.
1423,yes,yes,28,1423,13.56,6.88,3,2.81,1,False.
1424,no,no,0,1424,16.59,11.38,5,3.16,0,False.
1425,no,no,0,1425,19.7,10.0,2,1.24,2,False.
1426,no,yes,30,1426,22.4,11.46,7,2.65,2,False.
1427,no,no,0,1427,14.57,6.69,6,2.59,2,False.
1428,yes,no,0,1428,24.61,4.42,5,3.02,2,False.
1429,no,yes,38,1429,16.71,10.49,7,1.89,1,False.
1430,no,yes,34,1430,23.26,9.81,4,2.05,1,False.
1431,no,no,0,1431,10.96,11.25,5,3.05,1,False.
1432,no,no,0,1432,12.57,11.37,2,3.02,0,False.
1433,no,no,0,1433,16.34,7.25,2,3.29,1,False.
1434,no,yes,37,1434,20.73,8.04,6,3.56,2,False.
1435,yes,yes,19,1435,22.24,5.56,2,3.0,0,True.
1436,no,yes,26,1436,19.95,6.01,7,2.92,1,False.
1437,yes,yes,34,1437,18.67,9.49,6,2.62,4,False.
1438,no,no,0,1438,20.04,10.12,6,4.08,2,False.
1439,no,no,0,1439,20.66,8.5,4,2.32,0,False.
1440,no,no,0,1440,17.76,5.36,10,1.35,1,False.
1441,no,yes,47,1441,15.86,11.03,2,2.38,1,False.
1442,no,no,0,1442,17.77,9.05,3,2.24,1,True.
1443,yes,no,0,1443,16.05,6.27,7,2.48,1,False.
1444,no,no,0,1444,12.43,12.4,4,2.4,3,False.
1445,no,yes,8,1445,14.58,16.99,2,2.62,1,False.
1446,no,yes,28,1446,13.37,6.63,2,2.78,2,False.
1447,no,no,0,1447,14.56,9.94,2,2.24,0,False.
1448,no,no,0,1448,13.8,8.28,3,2.11,4,False.
1449,no,no,0,1449,24.24,7.53,6,3.43,4,False.
1450,no,no,0,1450,18.79,5.68,9,2.94,0,False.
1451,no,yes,33,1451,15.88,8.3,2,2.57,2,False.
1452,no,no,0,1452,12.86,11.36,3,3.32,2,False.
1453,no,yes,40,1453,9.95,9.95,3,2.19,2,False.
1454,no,yes,44,1454,17.8,10.08,7,3.81,2,True.
1455,no,no,0,1455,28.23,11.64,7,1.78,1,False.
1456,no,yes,33,1456,20.03,6.79,4,2.67,1,False.
1457,no,no,0,1457,10.29,11.46,4,1.59,1,False.
1458,no,no,0,1458,17.83,10.73,4,2.32,1,False.
1459,no,no,0,1459,16.18,9.54,8,4.35,0,False.
1460,no,no,0,1460,13.32,8.19,3,2.51,3,False.
1461,no,no,0,1461,22.47,8.36,6,2.7,0,False.
1462,no,no,0,1462,17.64,3.78,4,2.19,2,False.
1463,no,no,0,1463,18.34,10.05,6,2.05,1,False.
1464,no,no,0,1464,20.2,10.26,5,2.43,3,False.
1465,no,no,0,1465,10.34,8.9,2,2.32,1,False.
1466,no,no,0,1466,18.72,8.28,3,1.38,0,False.
1467,yes,yes,35,1467,18.35,9.73,4,4.56,0,True.
1468,no,yes,27,1468,17.58,8.75,7,1.13,3,False.
1469,no,yes,27,1469,13.89,7.82,1,4.05,0,False.
1470,no,yes,41,1470,11.67,5.21,3,1.59,1,False.
1471,no,no,0,1471,25.63,7.14,5,2.19,0,False.
1472,yes,no,0,1472,22.41,7.43,7,3.24,1,True.
1473,yes,no,0,1473,15.47,9.29,4,2.78,1,False.
1474,no,no,0,1474,13.32,11.23,6,4.4,0,False.
1475,no,no,0,1475,6.99,7.62,7,4.27,3,False.
1476,no,yes,35,1476,16.8,9.85,4,1.59,0,False.
1477,no,no,0,1477,25.33,8.76,5,2.65,1,False.
1478,no,no,0,1478,17.09,8.79,7,2.62,2,False.
1479,no,yes,16,1479,19.73,13.74,2,2.4,1,False.
1480,no,no,0,1480,16.46,9.26,5,2.97,0,False.
1481,no,yes,34,1481,11.29,8.55,9,4.0,2,False.
1482,no,no,0,1482,12.93,7.4,4,2.54,3,False.
1483,yes,no,0,1483,13.86,12.71,3,2.7,1,False.
1484,yes,no,0,1484,15.55,10.85,2,3.48,3,True.
1485,no,no,0,1485,14.14,8.71,3,4.16,1,False.
1486,no,no,0,1486,11.81,14.06,2,2.62,0,False.
1487,no,yes,44,1487,19.05,10.98,2,3.0,0,False.
1488,no,no,0,1488,14.96,9.27,4,1.7,2,False.
1489,no,no,0,1489,22.7,10.01,2,3.19,2,False.
1490,no,no,0,1490,25.2,9.52,2,1.89,1,False.
1491,no,no,0,1491,14.1,10.23,3,3.46,1,False.
1492,no,no,0,1492,25.78,6.95,5,2.62,1,False.
1493,no,yes,30,1493,12.87,6.92,4,3.46,4,True.
1494,no,no,0,1494,15.89,9.48,10,1.32,2,False.
1495,no,yes,32,1495,22.27,8.61,4,2.92,0,False.
1496,no,yes,36,1496,20.11,11.48,6,3.16,3,False.
1497,no,no,0,1497,12.55,7.77,5,2.86,1,False.
1498,no,no,0,1498,25.33,9.46,3,3.0,0,False.
1499,no,no,0,1499,17.21,10.38,1,3.11,3,False.
1500,no,no,0,1500,23.59,7.31,6,3.29,1,False.
1501,no,no,0,1501,9.17,8.35,2,3.43,0,False.
1502,no,yes,40,1502,19.78,7.6,4,1.59,8,False.
1503,yes,yes,17,1503,13.86,10.65,3,3.29,2,False.
1504,no,no,0,1504,18.71,12.62,3,2.3,2,False.
1505,no,no,0,1505,19.3,8.47,5,2.38,1,False.
1506,no,no,0,1506,14.27,11.17,3,2.89,2,False.
1507,no,no,0,1507,14.29,10.79,6,3.24,1,False.
1508,no,no,0,1508,23.34,11.35,5,1.78,3,False.
1509,no,yes,40,1509,14.95,9.46,3,2.48,3,False.
1510,no,no,0,1510,15.36,9.5,2,2.32,1,False.
1511,no,no,0,1511,25.99,7.69,6,1.81,1,False.
1512,no,yes,14,1512,18.85,2.96,1,1.13,1,False.
1513,no,no,0,1513,17.67,9.57,2,3.24,2,False.
1514,no,no,0,1514,13.61,14.03,3,1.89,1,False.
1515,no,no,0,1515,12.19,10.13,5,2.7,2,False.
1516,no,no,0,1516,22.14,10.52,3,2.27,1,True.
1517,no,no,0,1517,17.01,8.74,2,3.35,1,False.
1518,no,no,0,1518,17.22,9.16,5,3.05,2,False.
1519,no,no,0,1519,19.44,8.74,3,2.4,2,False.
1520,no,yes,35,1520,14.76,9.66,7,2.57,2,False.
1521,no,no,0,1521,20.77,9.97,2,2.62,3,False.
1522,no,no,0,1522,14.64,11.84,4,1.51,1,False.
1523,no,no,0,1523,16.73,9.56,3,3.08,2,False.
1524,no,yes,19,1524,15.26,3.2,3,3.38,2,False.
1525,no,no,0,1525,17.95,5.81,6,3.54,1,False.
1526,no,yes,23,1526,11.31,9.62,11,3.62,2,False.
1527,no,no,0,1527,20.01,9.96,2,2.43,0,False.
1528,no,no,0,1528,14.2,9.14,4,1.22,0,True.
1529,no,no,0,1529,14.58,10.23,2,2.86,3,False.
1530,no,no,0,1530,18.33,12.23,6,2.16,1,True.
1531,yes,no,0,1531,15.81,7.54,4,2.59,4,True.
1532,no,yes,18,1532,14.53,7.72,7,3.11,0,True.
1533,yes,no,0,1533,19.22,11.34,5,3.75,2,True.
1534,no,no,0,1534,14.68,13.22,6,2.89,1,True.
1535,no,no,0,1535,15.79,10.7,8,3.24,2,False.
1536,no,no,0,1536,16.22,9.9,5,2.4,0,False.
1537,yes,yes,21,1537,17.78,7.14,3,3.0,4,True.
1538,no,no,0,1538,7.85,8.88,3,3.7,5,True.
1539,yes,no,0,1539,8.63,6.85,5,2.89,0,False.
1540,no,no,0,1540,11.49,8.99,10,4.24,3,False.
1541,no,yes,36,1541,14.25,12.15,4,2.05,3,False.
1542,yes,no,0,1542,17.98,11.62,3,3.21,0,False.
1543,no,no,0,1543,13.43,10.6,6,3.43,1,False.
1544,no,no,0,1544,17.53,6.37,2,2.21,1,False.
1545,no,yes,38,1545,15.34,4.68,1,2.97,2,False.
1546,no,no,0,1546,14.1,8.2,4,3.86,1,False.
1547,no,no,0,1547,23.65,7.68,10,2.84,1,False.
1548,no,no,0,1548,14.62,7.61,5,2.78,1,False.
1549,no,no,0,1549,16.09,10.22,3,3.89,1,False.
1550,no,no,0,1550,18.71,5.05,2,3.08,2,False.
1551,no,no,0,1551,23.26,9.45,3,2.35,0,True.
1552,no,no,0,1552,16.29,6.08,3,4.43,2,False.
1553,no,no,0,1553,18.25,10.29,7,3.05,0,False.
1554,no,no,0,1554,11.64,9.94,10,3.59,1,False.
1555,no,yes,22,1555,11.87,9.23,5,2.32,2,False.
1556,no,no,0,1556,21.0,11.7,2,2.59,0,False.
1557,no,yes,32,1557,21.01,13.02,5,3.65,2,False.
1558,no,yes,34,1558,20.09,11.55,4,4.0,2,False.
1559,no,no,0,1559,15.05,9.77,3,1.59,2,False.
1560,no,no,0,1560,22.7,6.82,4,2.4,0,False.
1561,no,no,0,1561,17.92,9.17,2,2.7,2,False.
1562,no,no,0,1562,10.98,9.34,1,3.48,0,False.
1563,no,yes,39,1563,9.58,9.23,4,1.97,1,False.
1564,no,no,0,1564,16.64,13.0,0,0.0,1,False.
1565,no,no,0,1565,10.0,8.93,5,2.92,0,False.
1566,no,yes,38,1566,16.79,9.43,10,2.57,2,False.
1567,no,no,0,1567,19.27,12.58,16,4.21,0,False.
1568,no,yes,27,1568,14.25,12.35,2,3.08,1,False.
1569,no,yes,31,1569,14.96,10.35,3,3.11,0,False.
1570,no,no,0,1570,13.13,12.66,3,4.67,2,False.
1571,no,no,0,1571,13.96,8.61,4,1.65,1,False.
1572,no,no,0,1572,16.72,11.41,9,2.73,1,False.
1573,no,yes,14,1573,14.44,9.97,1,3.13,1,False.
1574,yes,yes,40,1574,21.22,8.37,4,3.43,1,False.
1575,no,yes,35,1575,12.85,8.59,2,2.3,1,False.
1576,no,no,0,1576,17.43,7.75,6,2.81,3,False.
1577,no,no,0,1577,16.71,8.4,10,2.75,1,False.
1578,no,no,0,1578,17.79,7.29,5,2.38,2,False.
1579,no,yes,38,1579,9.91,4.93,4,4.46,2,False.
1580,no,yes,29,1580,27.4,7.51,6,2.86,0,False.
1581,no,yes,34,1581,22.3,6.48,11,1.51,1,False.
1582,no,no,0,1582,10.23,12.2,2,2.43,1,False.
1583,no,yes,25,1583,25.13,9.53,2,3.56,0,False.
1584,no,no,0,1584,12.21,11.4,5,3.4,1,False.
1585,no,no,0,1585,16.8,13.91,7,3.08,2,True.
1586,no,no,0,1586,14.21,8.76,4,1.94,1,False.
1587,no,no,0,1587,13.06,10.22,4,3.43,1,False.
1588,yes,no,0,1588,16.9,9.77,3,3.35,1,False.
1589,no,no,0,1589,14.71,10.76,6,1.57,1,False.
1590,no,yes,39,1590,23.83,5.83,7,3.05,1,False.
1591,no,yes,29,1591,18.67,6.84,5,3.0,2,False.
1592,no,no,0,1592,13.77,8.45,10,1.57,3,False.
1593,yes,no,0,1593,23.68,11.49,7,2.94,1,True.
1594,no,yes,31,1594,12.0,7.57,2,1.7,3,False.
1595,no,no,0,1595,14.27,8.05,4,2.32,3,False.
1596,no,yes,49,1596,16.85,7.69,5,2.21,0,False.
1597,no,no,0,1597,17.33,7.15,4,4.08,2,False.
1598,no,yes,29,1598,11.47,3.57,2,2.38,2,False.
1599,no,no,0,1599,17.42,9.98,3,3.62,1,False.
1600,no,yes,26,1600,19.63,11.77,4,1.22,0,False.
1601,yes,no,0,1601,29.83,7.34,3,3.05,0,True.
1602,yes,yes,44,1602,15.32,8.83,4,2.35,3,False.
1603,no,yes,33,1603,17.68,6.76,4,3.05,2,False.
1604,no,no,0,1604,22.72,5.14,5,3.59,3,False.
1605,no,no,0,1605,17.92,8.61,4,3.0,1,False.
1606,no,no,0,1606,20.05,14.65,3,2.73,0,False.
1607,no,yes,19,1607,17.39,6.96,7,3.48,3,False.
1608,no,yes,25,1608,17.88,10.92,8,3.73,2,False.
1609,no,no,0,1609,19.95,12.84,4,3.02,0,False.
1610,yes,no,0,1610,24.98,13.8,5,3.4,4,False.
1611,no,yes,20,1611,14.27,9.03,2,3.02,0,False.
1612,no,no,0,1612,21.82,12.15,1,1.89,2,False.
1613,no,no,0,1613,19.79,7.8,2,1.03,3,False.
1614,no,no,0,1614,24.42,8.64,4,3.73,1,True.
1615,no,no,0,1615,18.11,12.62,3,2.05,2,False.
1616,no,no,0,1616,14.72,12.28,4,2.94,0,False.
1617,yes,no,0,1617,13.75,11.67,4,2.97,0,False.
1618,no,yes,39,1618,17.8,7.76,6,3.21,1,False.
1619,no,no,0,1619,14.31,9.21,6,3.29,4,True.
1620,no,yes,35,1620,16.32,7.34,2,2.59,0,False.
1621,no,yes,21,1621,11.98,8.09,1,2.13,0,False.
1622,no,no,0,1622,21.13,5.99,8,2.59,1,False.
1623,no,no,0,1623,17.09,7.29,5,3.05,1,False.
1624,no,no,0,1624,14.32,7.64,2,3.0,2,False.
1625,no,yes,38,1625,24.99,13.05,6,2.65,0,False.
1626,no,no,0,1626,16.86,5.13,4,2.32,1,False.
1627,no,no,0,1627,14.28,5.97,7,3.43,2,False.
1628,no,no,0,1628,9.83,8.57,9,4.27,1,False.
1629,no,no,0,1629,23.23,8.9,3,2.16,2,False.
1630,no,no,0,1630,17.14,5.86,5,3.56,2,False.
1631,no,no,0,1631,12.02,10.72,8,2.7,2,False.
1632,no,no,0,1632,16.42,8.46,6,3.02,0,False.
1633,no,no,0,1633,13.69,12.86,3,2.57,0,False.
1634,no,no,0,1634,20.05,9.45,5,3.24,2,False.
1635,no,no,0,1635,16.91,6.84,3,2.57,4,True.
1636,no,yes,29,1636,27.39,9.45,6,2.4,1,False.
1637,no,no,0,1637,18.28,10.88,2,2.46,2,False.
1638,no,no,0,1638,15.26,7.55,2,2.62,6,True.
1639,no,no,0,1639,11.82,7.84,1,3.16,2,False.
1640,no,no,0,1640,14.94,9.09,3,2.97,3,False.
1641,yes,no,0,1641,20.44,8.5,3,2.73,1,False.
1642,no,no,0,1642,14.71,8.78,3,2.03,1,False.
1643,no,no,0,1643,14.83,14.0,3,1.97,3,False.
1644,no,no,0,1644,14.88,7.12,6,2.84,1,False.
1645,no,yes,36,1645,24.33,11.78,3,3.05,3,False.
1646,no,no,0,1646,18.22,6.8,2,2.67,0,True.
1647,no,no,0,1647,8.99,9.67,4,3.65,1,False.
1648,no,no,0,1648,20.13,12.17,5,2.3,0,False.
1649,no,no,0,1649,16.43,7.72,4,2.81,0,False.
1650,no,yes,31,1650,18.32,4.71,2,2.59,1,False.
1651,yes,no,0,1651,9.2,6.28,9,4.67,1,True.
1652,no,yes,23,1652,13.82,8.0,6,1.94,1,False.
1653,yes,no,0,1653,18.67,7.01,2,3.0,1,True.
1654,no,yes,12,1654,11.78,7.46,2,2.89,1,False.
1655,no,no,0,1655,21.05,9.35,3,1.35,3,False.
1656,no,yes,28,1656,19.69,12.66,5,2.89,1,False.
1657,no,no,0,1657,13.43,7.99,11,1.62,2,False.
1658,no,no,0,1658,11.77,11.07,3,1.73,2,False.
1659,no,yes,36,1659,13.29,5.91,5,3.7,0,False.
1660,no,no,0,1660,15.53,6.44,2,3.97,3,False.
1661,no,yes,38,1661,13.57,9.45,1,2.4,1,False.
1662,yes,no,0,1662,18.9,7.83,5,3.7,5,True.
1663,no,no,0,1663,20.5,9.47,7,2.94,1,False.
1664,no,yes,33,1664,20.26,7.46,1,2.86,2,False.
1665,no,yes,31,1665,10.49,5.2,4,3.32,3,False.
1666,no,no,0,1666,26.24,10.59,4,1.73,2,False.
1667,no,no,0,1667,14.63,5.83,1,2.75,0,False.
1668,no,no,0,1668,14.86,8.53,6,2.11,1,False.
1669,no,yes,35,1669,23.0,9.45,10,2.19,1,False.
1670,no,yes,24,1670,15.64,12.0,3,3.43,1,False.
1671,no,no,0,1671,23.63,13.74,6,3.78,2,False.
1672,no,no,0,1672,14.33,7.79,3,3.7,2,False.
1673,no,no,0,1673,23.87,7.73,8,2.84,5,False.
1674,yes,no,0,1674,19.7,9.91,1,2.67,1,True.
1675,no,no,0,1675,18.79,10.22,3,2.75,0,False.
1676,no,no,0,1676,14.21,7.27,5,2.08,2,False.
1677,no,no,0,1677,21.2,7.57,10,2.43,1,False.
1678,no,no,0,1678,19.41,12.3,8,2.4,1,False.
1679,no,no,0,1679,17.71,12.02,6,2.86,0,True.
1680,no,no,0,1680,15.84,8.02,1,3.43,2,False.
1681,no,no,0,1681,23.18,8.68,4,1.92,1,False.
1682,no,yes,29,1682,13.55,10.26,3,2.3,1,False.
1683,no,yes,30,1683,20.52,10.17,4,3.48,2,False.
1684,no,no,0,1684,12.33,6.72,4,3.81,2,False.
1685,no,no,0,1685,12.05,8.73,5,2.92,3,False.
1686,no,yes,40,1686,18.0,12.08,3,3.32,2,False.
1687,no,no,0,1687,13.2,7.88,5,3.83,3,False.
1688,no,no,0,1688,15.84,7.89,4,2.84,3,False.
1689,no,yes,39,1689,18.62,8.88,5,3.08,1,False.
1690,no,yes,15,1690,17.9,9.98,9,3.35,1,False.
1691,no,no,0,1691,19.86,8.07,4,1.97,2,True.
1692,no,no,0,1692,15.77,11.91,7,1.7,1,True.
1693,no,yes,27,1693,21.17,7.79,5,3.38,1,False.
1694,no,no,0,1694,18.54,11.47,7,3.11,7,True.
1695,no,no,0,1695,16.63,13.13,5,3.59,2,False.
1696,no,no,0,1696,17.05,6.92,6,3.35,1,False.
1697,no,no,0,1697,17.8,9.27,2,3.11,1,False.
1698,no,no,0,1698,14.4,12.88,4,1.62,0,False.
1699,no,no,0,1699,13.62,7.28,3,2.27,4,False.
1700,no,yes,32,1700,9.78,8.67,5,2.54,2,False.
1701,no,no,0,1701,23.16,8.02,10,2.97,2,True.
1702,no,no,0,1702,20.43,9.74,3,2.08,4,True.
1703,no,yes,26,1703,17.56,8.01,2,3.0,2,False.
1704,no,no,0,1704,20.46,5.4,5,3.13,1,True.
1705,no,yes,29,1705,16.22,5.81,2,1.94,3,False.
1706,no,no,0,1706,10.17,12.04,3,3.16,1,False.
1707,no,no,0,1707,13.64,9.31,9,1.51,5,True.
1708,no,yes,23,1708,21.98,5.24,3,3.02,4,False.
1709,no,no,0,1709,21.29,8.15,3,2.84,3,False.
1710,no,no,0,1710,19.63,12.14,7,2.43,2,False.
1711,yes,yes,17,1711,14.74,6.56,4,3.16,0,False.
1712,no,no,0,1712,18.16,7.41,5,2.78,4,False.
1713,no,no,0,1713,15.09,10.3,3,2.03,5,True.
1714,no,no,0,1714,9.17,10.52,2,3.08,3,False.
1715,no,yes,36,1715,22.24,10.29,4,3.59,0,False.
1716,no,yes,25,1716,20.64,6.63,2,2.46,1,False.
1717,no,no,0,1717,17.74,10.41,3,3.86,1,False.
1718,yes,no,0,1718,12.8,13.41,8,2.62,2,True.
1719,no,no,0,1719,12.61,8.09,5,4.1,2,False.
1720,no,no,0,1720,13.78,9.48,1,1.65,1,False.
1721,no,no,0,1721,17.06,10.35,3,2.21,1,False.
1722,no,no,0,1722,15.29,8.72,1,3.32,1,False.
1723,no,no,0,1723,23.49,10.86,7,2.94,2,False.
1724,no,no,0,1724,9.46,7.66,4,1.92,1,False.
1725,no,no,0,1725,17.33,12.72,4,3.81,2,False.
1726,no,no,0,1726,18.4,8.82,5,2.97,1,False.
1727,no,no,0,1727,13.52,11.66,2,3.29,1,False.
1728,no,yes,23,1728,20.04,9.08,5,2.57,4,False.
1729,no,yes,36,1729,14.5,7.47,4,3.62,2,False.
1730,no,no,0,1730,21.79,11.12,3,3.4,2,False.
1731,no,no,0,1731,25.79,11.5,7,3.48,0,True.
1732,no,yes,43,1732,22.12,10.01,5,2.24,3,False.
1733,no,no,0,1733,23.01,10.78,6,0.95,0,False.
1734,no,no,0,1734,25.38,9.76,3,3.73,1,False.
1735,no,no,0,1735,17.6,7.08,1,4.0,0,False.
1736,no,no,0,1736,17.48,8.61,6,1.86,1,True.
1737,no,no,0,1737,17.48,9.83,6,2.38,0,False.
1738,no,yes,25,1738,20.89,13.5,3,1.3,0,False.
1739,no,no,0,1739,25.59,7.52,1,1.57,2,True.
1740,no,yes,31,1740,11.41,5.35,6,2.54,0,False.
1741,no,no,0,1741,16.54,12.45,5,1.0,3,False.
1742,no,no,0,1742,17.94,10.71,5,3.08,1,False.
1743,no,no,0,1743,21.94,5.91,2,1.57,1,False.
1744,no,yes,26,1744,22.05,10.71,3,2.08,0,False.
1745,no,no,0,1745,14.31,8.49,1,2.75,0,False.
1746,no,no,0,1746,17.76,11.17,6,3.65,1,True.
1747,no,no,0,1747,16.75,6.97,5,2.7,1,False.
1748,no,yes,23,1748,22.01,12.08,7,3.81,1,False.
1749,no,no,0,1749,14.26,8.5,3,2.38,3,False.
1750,no,no,0,1750,14.35,11.83,2,1.86,1,True.
1751,no,no,0,1751,20.95,9.81,2,2.38,1,False.
1752,yes,no,0,1752,10.57,11.79,3,3.81,0,True.
1753,no,no,0,1753,17.71,10.3,2,2.03,2,False.
1754,yes,no,0,1754,22.07,6.37,2,2.62,2,True.
1755,yes,yes,15,1755,14.5,6.35,5,3.21,1,False.
1756,yes,yes,39,1756,10.48,5.3,6,2.48,1,False.
1757,yes,no,0,1757,14.84,7.44,6,3.24,2,False.
1758,no,no,0,1758,19.12,11.43,7,3.27,0,False.
1759,no,yes,35,1759,22.21,9.43,6,2.4,0,False.
1760,no,no,0,1760,19.78,11.7,6,2.48,2,False.
1761,no,yes,28,1761,20.13,10.85,2,2.08,1,False.
1762,no,no,0,1762,13.25,8.37,3,2.0,0,False.
1763,no,yes,42,1763,23.22,7.69,1,3.11,1,False.
1764,no,no,0,1764,21.6,10.77,4,2.03,0,True.
1765,no,no,0,1765,18.79,5.76,2,3.43,4,True.
1766,no,no,0,1766,11.88,7.72,7,3.13,2,False.
1767,no,yes,14,1767,7.54,10.32,3,2.84,2,False.
1768,yes,no,0,1768,18.72,8.09,2,2.92,2,True.
1769,no,no,0,1769,21.25,6.0,2,2.59,2,False.
1770,no,no,0,1770,18.7,11.38,3,2.46,0,False.
1771,no,yes,39,1771,18.69,10.31,8,3.43,2,False.
1772,no,no,0,1772,17.47,5.15,10,3.38,1,False.
1773,yes,yes,40,1773,13.35,10.01,3,3.11,1,False.
1774,no,no,0,1774,14.28,12.67,1,1.78,1,False.
1775,no,yes,24,1775,24.3,11.55,4,2.57,0,False.
1776,no,no,0,1776,19.59,10.27,5,2.97,0,False.
1777,no,no,0,1777,20.86,9.88,3,2.7,3,True.
1778,no,yes,39,1778,13.53,10.64,10,3.05,2,False.
1779,no,no,0,1779,22.04,7.67,7,3.05,1,False.
1780,no,no,0,1780,18.78,9.85,7,3.24,1,False.
1781,no,yes,21,1781,20.32,5.22,3,4.08,1,False.
1782,no,no,0,1782,14.39,6.35,1,2.16,1,False.
1783,no,yes,29,1783,11.9,7.44,3,2.94,1,False.
1784,yes,no,0,1784,19.8,9.64,4,3.81,0,True.
1785,no,yes,29,1785,18.91,10.6,6,2.13,2,False.
1786,no,no,0,1786,12.48,12.95,5,2.21,0,False.
1787,no,yes,31,1787,20.52,7.63,2,2.11,1,False.
1788,no,yes,34,1788,19.3,8.81,5,3.32,1,False.
1789,no,no,0,1789,6.22,5.14,7,1.27,0,False.
1790,no,no,0,1790,17.48,9.46,3,2.48,2,False.
1791,no,no,0,1791,17.99,8.08,3,2.92,1,False.
1792,no,no,0,1792,17.59,10.43,6,1.65,0,False.
1793,no,no,0,1793,22.03,12.59,4,1.97,1,False.
1794,no,no,0,1794,18.97,9.17,5,3.11,1,True.
1795,no,yes,29,1795,22.34,5.57,4,4.1,1,False.
1796,no,no,0,1796,11.54,9.56,4,3.51,1,False.
1797,no,yes,47,1797,17.67,9.16,11,2.75,0,False.
1798,no,no,0,1798,21.02,9.66,4,3.24,1,False.
1799,no,no,0,1799,14.25,3.94,10,1.67,1,False.
1800,no,no,0,1800,20.76,9.95,4,2.89,0,False.
1801,no,no,0,1801,16.97,11.88,6,2.3,2,False.
1802,no,yes,36,1802,19.39,4.41,7,3.73,5,False.
1803,no,no,0,1803,22.27,9.45,5,2.3,1,False.
1804,yes,no,0,1804,13.66,11.87,2,2.59,0,True.
1805,no,no,0,1805,19.63,9.77,9,2.89,3,False.
1806,no,no,0,1806,10.79,8.35,6,3.16,0,False.
1807,no,no,0,1807,16.97,6.12,1,3.48,3,False.
1808,no,no,0,1808,17.88,9.78,2,3.35,3,False.
1809,no,no,0,1809,16.69,13.27,2,3.73,1,False.
1810,no,no,0,1810,20.49,10.24,5,3.21,0,False.
1811,no,no,0,1811,19.02,10.81,8,4.16,3,False.
1812,yes,no,0,1812,20.26,4.25,3,2.24,1,False.
1813,no,no,0,1813,13.91,7.64,3,1.65,0,False.
1814,no,no,0,1814,18.44,5.08,4,3.54,0,False.
1815,no,yes,42,1815,13.57,8.17,3,2.57,0,False.
1816,no,no,0,1816,18.39,6.35,3,4.97,2,False.
1817,no,no,0,1817,12.07,8.58,4,1.97,2,False.
1818,no,no,0,1818,16.27,12.89,3,3.19,3,False.
1819,no,yes,17,1819,14.25,11.82,4,1.19,0,False.
1820,no,no,0,1820,14.05,10.98,2,2.4,1,False.
1821,no,yes,39,1821,20.83,4.9,7,4.16,1,False.
1822,no,no,0,1822,20.48,5.72,4,2.38,2,False.
1823,no,yes,23,1823,11.81,12.5,3,3.19,2,False.
1824,no,yes,26,1824,20.46,8.36,3,4.05,1,False.
1825,no,no,0,1825,22.09,5.22,2,2.11,3,False.
1826,no,no,0,1826,12.96,8.97,2,2.08,3,False.
1827,no,no,0,1827,14.96,11.29,6,3.62,2,False.
1828,no,no,0,1828,17.37,6.39,2,2.67,2,False.
1829,no,yes,25,1829,16.78,7.29,10,2.86,1,False.
1830,no,no,0,1830,14.2,3.25,6,2.84,1,False.
1831,no,yes,42,1831,22.74,12.01,5,3.05,7,False.
1832,no,no,0,1832,18.03,6.23,11,4.08,1,False.
1833,no,no,0,1833,23.42,8.21,3,2.16,2,False.
1834,no,yes,29,1834,18.97,11.53,6,3.83,0,False.
